name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,link_image
Intel Celeron G1610,49.0,2,2.6,,Ivy Bridge,55,Intel HD Graphics,https://m.media-amazon.com/images/I/61ips9TzghL._AC_SX466_.jpg
Intel Celeron G4930,129.69,2,3.2,,Coffee Lake,54,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/61ot5QrTe+L._AC_SX466_.jpg
Intel Core 2 Quad Q8200,,4,2.33,,Yorkfield,95,,https://m.media-amazon.com/images/I/51aCXIAqJVL._AC_SX466_.jpg
AMD Athlon II X2 270,,2,3.4,,K10,65,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
AMD FX-8150,,8,3.6,,Bulldozer,125,,https://m.media-amazon.com/images/I/71axTNnvzgL._AC_SX466_.jpg
Intel Pentium G640T,89.0,2,2.4,,Sandy Bridge,35,Intel HD Graphics,https://m.media-amazon.com/images/I/71l-e2+Wi9L._AC_SX466_.jpg
AMD A4-5300,,2,3.4,,Piledriver,65,Radeon HD 7480D,https://m.media-amazon.com/images/I/61x4OLJqk7L._AC_SX466_.jpg
AMD A8-6500,,4,3.5,,Piledriver,65,Radeon HD 8570D,https://m.media-amazon.com/images/I/71Sw9hetDKL._AC_SX466_.jpg
AMD A10-6700,83.22,4,3.7,,Piledriver,65,Radeon HD 8670D,https://m.media-amazon.com/images/I/61SYNaWZKQL._AC_SX466_.jpg
Intel Pentium G4560,,2,3.5,,Kaby Lake,54,Intel HD Graphics 610,https://m.media-amazon.com/images/I/51RooKlTlhL._AC_SX466_.jpg
Intel Core i5-3570,,4,3.4,,Ivy Bridge,77,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/71l1+BfZyGL._AC_SX466_.jpg
AMD Threadripper 2970WX,,24,3.0,4.2,Zen+,250,,https://m.media-amazon.com/images/I/61fqEHg5ieL._AC_SX466_.jpg
Intel Core i9-9960X,,16,3.1,4.4,Skylake,165,,https://m.media-amazon.com/images/I/81HeBPDihfL._AC_SX466_.jpg
AMD A10-5700,72.51,4,3.4,,Piledriver,65,Radeon HD 7660D,https://m.media-amazon.com/images/I/61dTIRv-bwL._AC_SX466_.jpg
Intel Core i3-6100,98.95,2,3.7,,Skylake,51,Intel HD Graphics 530,https://m.media-amazon.com/images/I/71TAF2Z73uL._AC_SX466_.jpg
Intel Celeron G4920,73.0,2,3.2,,Coffee Lake,65,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/91GaNX1hF2L._AC_SX466_.jpg
Intel Core 2 Duo E8600,,2,3.33,,Wolfdale,65,,https://m.media-amazon.com/images/I/51bqULFfsnL._AC_.jpg
Intel Core i5-750,,4,2.66,,Nehalem,95,,https://m.media-amazon.com/images/I/71UwqS5sKCL._AC_SX466_.jpg
Intel Core 2 Quad Q9400,,4,2.66,,Yorkfield,95,,https://m.media-amazon.com/images/I/41Wmh+tY+UL._AC_SX466_.jpg
AMD Phenom II X4 970 Black,,4,3.5,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Phenom II X4 980 Black,,4,3.7,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium G620,,2,2.6,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/31qOFz2oWNL._AC_.jpg
AMD Phenom II X6 1045T,,6,2.7,,K10,95,,https://m.media-amazon.com/images/I/61sHfrB-RUL._AC_SX466_.jpg
AMD A4-4000,,2,3.0,,Piledriver,65,Radeon HD 7480D,https://m.media-amazon.com/images/I/715vN+dU2dL._AC_SX466_.jpg
AMD Athlon X4 750K,,4,3.4,,Piledriver,100,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
Intel Pentium G3420,71.73,2,3.2,,Haswell,54,Intel HD Graphics,https://m.media-amazon.com/images/I/81LLV4ipQyL._AC_SX466_.jpg
Intel Core i3-4160T,,2,3.1,,Haswell Refresh,35,Intel HD Graphics 4400,https://m.media-amazon.com/images/I/71TAF2Z73uL._AC_SX466_.jpg
Intel Xeon E5-2660 V3,,10,2.6,3.3,Haswell,105,,https://m.media-amazon.com/images/I/71J5MnSqB+L._AC_SX466_.jpg
AMD FX-8310,,8,3.4,4.3,Piledriver,95,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
Intel Xeon E3-1230 V5,,4,3.4,3.8,Skylake,80,,https://m.media-amazon.com/images/I/51+q7b0-jbL._AC_SX466_.jpg
Intel Core i7-7820X,495.03,8,3.6,4.5,Skylake,140,,https://m.media-amazon.com/images/I/91tB81ap2qL._AC_SX466_.jpg
Intel Core i9-7920X,,12,2.9,4.4,Skylake,140,,https://m.media-amazon.com/images/I/917LrxnqUxL._AC_SX466_.jpg
Intel Core i5-3570S,,4,3.1,3.8,Ivy Bridge,65,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/61ZK3pHxlEL._AC_SX466_.jpg
Intel Core i5-8600T,,6,2.3,3.7,Coffee Lake,35,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/41lg7-pS6JL._AC_SX466_.jpg
AMD Threadripper 2950X,,16,3.5,4.4,Zen+,180,,https://m.media-amazon.com/images/I/61ISSSA+x+L._AC_SX466_.jpg
Intel Xeon E-2136,732.0,6,3.3,4.5,Coffee Lake,80,,https://m.media-amazon.com/images/I/61vfX08m5-L._AC_SX466_.jpg
Intel Celeron G3920,489.95,2,2.6,,Skylake,35,Intel HD Graphics 510,https://m.media-amazon.com/images/I/71-PJbE7NJL._AC_SX466_.jpg
Intel Core i5-8600,269.95,6,3.1,4.3,Coffee Lake,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/61NqeCC8A6L._AC_SX466_.jpg
Intel Core i3-3245,109.0,2,3.4,,Ivy Bridge,55,Intel HD Graphics 4000,https://m.media-amazon.com/images/I/71uhsLM6njL._AC_SX466_.jpg
Intel Xeon E5-2630L V3,391.94,8,1.8,2.9,Haswell,55,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX466_.jpg
Intel Xeon E3-1230 V6,455.49,4,3.5,3.9,Kaby Lake,72,,https://m.media-amazon.com/images/I/41DCChaz-mL._AC_SX466_.jpg
AMD A10-9700E,132.71,4,3.0,3.5,Excavator,35,Radeon R7 (on-die),https://m.media-amazon.com/images/I/41SP6Cw7d9L._AC_.jpg
Intel Xeon E-2274G,1098.95,4,4.0,4.9,Coffee Lake Refresh,83,Intel HD Graphics P630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Core 2 Duo E4300,,2,1.8,,Core,65,,https://m.media-amazon.com/images/I/81olK6t67kL._AC_SX466_.jpg
Intel Core 2 Duo E4600,,2,2.4,,Core,65,,https://m.media-amazon.com/images/I/319Lt-xafKL._AC_.jpg
Intel Core 2 Duo E8400,99.43,2,3.0,,Wolfdale,65,,https://m.media-amazon.com/images/I/619sM5p4zeL._AC_SX466_.jpg
Intel Core 2 Duo E8500,,2,3.16,,Wolfdale,65,,https://m.media-amazon.com/images/I/81-SDJI8+aL._AC_SX466_.jpg
Intel Core i7-920,,4,2.66,,Nehalem,130,,https://m.media-amazon.com/images/I/71-6qFQHhZS._AC_SX466_.jpg
Intel Core i7-970,,6,3.2,,Westmere,130,,https://m.media-amazon.com/images/I/71Q5sdPHD-L._AC_SX466_.jpg
AMD Phenom II X4 965,,4,3.4,,K10,125,,https://m.media-amazon.com/images/I/A1f29N4TF4L._AC_SX466_.jpg
Intel Pentium G2120,35.0,2,3.1,,Ivy Bridge,55,Intel HD Graphics,https://m.media-amazon.com/images/I/71BEloR-4hL._AC_SX466_.jpg
Intel Core i3-3225,,2,3.3,,Ivy Bridge,55,Intel HD Graphics 4000,https://m.media-amazon.com/images/I/61nz3PogQ8L._AC_SX466_.jpg
Intel Core i3-4130T,,2,2.9,,Haswell,35,Intel HD Graphics 4400,https://m.media-amazon.com/images/I/81Gzl0lKEPL._AC_SX466_.jpg
Intel Xeon E5-2687W,,8,3.1,3.8,Sandy Bridge,150,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX466_.jpg
AMD FX-8370E,,8,3.3,4.3,Piledriver,95,,https://m.media-amazon.com/images/I/61hi1NPMcGL._AC_SX466_.jpg
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,Haswell,45,Intel HD Graphics,https://m.media-amazon.com/images/I/71hpg7JTv4L._AC_SX466_.jpg
Intel Xeon E3-1280 V6,562.0,4,3.9,4.2,Kaby Lake,72,,https://m.media-amazon.com/images/I/610Mg0sOcVL._AC_SX466_.jpg
Intel Core i3-8300T,,4,3.2,,Coffee Lake,35,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/41c4Ai1TO4L._AC_.jpg
Intel Pentium Gold G5500,,2,3.8,,Coffee Lake,54,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/71l-e2+Wi9L._AC_SX466_.jpg
Intel Core i5-3330S,149.94,4,2.7,3.2,Ivy Bridge,65,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/41lg7-pS6JL._AC_SX466_.jpg
Intel Core i5-9400,,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Core i5-9400T,,6,1.8,3.4,Coffee Lake Refresh,35,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Pentium Gold G6605,,2,4.3,,Comet Lake,58,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/71l-e2+Wi9L._AC_SX466_.jpg
Intel Core i9-10900K,,10,3.7,5.3,Comet Lake,125,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/51klBAsxGHL._AC_SX466_.jpg
Intel Core i3-4340,92.35,2,3.6,,Haswell,54,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/61ust7LcxQL._AC_SX466_.jpg
Intel Celeron G3930T,46.07,2,2.7,,Kaby Lake,35,Intel HD Graphics 610,https://m.media-amazon.com/images/I/71YWOvrzaoL._AC_SX466_.jpg
AMD Phenom II X4 925,,4,2.8,,K10,95,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium E6600,,2,3.06,,Wolfdale,65,,https://m.media-amazon.com/images/I/517FLxCK2TL._AC_SX466_.jpg
Intel Core 2 Duo E6700,103.95,2,2.66,,Core,65,,https://m.media-amazon.com/images/I/91g-KfnlcVL._AC_SX466_.jpg
Intel Core 2 Duo E7200,169.95,2,2.53,,Wolfdale,65,,https://m.media-amazon.com/images/I/71P5iCnP06L._AC_SX466_.jpg
Intel Core 2 Quad Q6700,,4,2.66,,Core,100,,https://m.media-amazon.com/images/I/41lSrnqqdqL._AC_.jpg
Intel Core 2 Quad Q8300,,4,2.5,,Yorkfield,95,,https://m.media-amazon.com/images/I/81U+dEh-UsL._AC_SX466_.jpg
Intel Core 2 Extreme QX9650,,4,3.0,,Yorkfield,130,,https://m.media-amazon.com/images/I/710KtYn2kYL._AC_SX679_.jpg
AMD FX-8100,,8,2.8,,Bulldozer,95,,https://m.media-amazon.com/images/I/71wfycSqaoL._AC_SX466_.jpg
AMD FX-4100,,4,3.6,,Bulldozer,95,,https://m.media-amazon.com/images/I/815GxyXjZEL._AC_SY679_.jpg
Intel Core i5-2550K,,4,3.4,,Sandy Bridge,95,,https://m.media-amazon.com/images/I/61ust7LcxQL._AC_SX466_.jpg
AMD FX-6200,,6,3.8,,Bulldozer,125,,https://m.media-amazon.com/images/I/614qlodNVuL._AC_SX466_.jpg
Intel Celeron G1840,,2,2.8,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/61qsmmL2iWL._AC_SX466_.jpg
Intel Core i3-4370,,2,3.8,,Haswell Refresh,54,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/51C8njBn7mL._AC_SX466_.jpg
Intel Xeon E3-1276 V3,,4,3.6,4.0,Haswell Refresh,84,Intel HD Graphics P4600,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1246 V3,,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics P4600,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E5-1620,,4,3.6,3.8,Sandy Bridge,130,,https://m.media-amazon.com/images/I/618BDFLRn3L._AC_SX466_.jpg
Intel Xeon E5-1650 V3,,6,3.5,3.8,Haswell,140,,https://m.media-amazon.com/images/I/71vBhRHWklL._AC_SY679_.jpg
Intel Xeon E5-2643 V3,229.95,6,3.4,3.7,Haswell,135,,https://m.media-amazon.com/images/I/61WkXIru0QL._AC_SX466_.jpg
Intel Core i7-4770T,,4,2.5,,Haswell,45,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/71-vys5MrgL._AC_SX466_.jpg
Intel Core i3-6100T,,2,3.2,,Skylake,35,Intel HD Graphics 530,https://m.media-amazon.com/images/I/71TAF2Z73uL._AC_SX466_.jpg
AMD Opteron 6320,269.0,8,2.8,3.3,Piledriver,115,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
Intel Xeon E5-2603 V4,449.95,6,1.7,,Broadwell,85,,https://m.media-amazon.com/images/I/61sgwUnomhL._AC_SX466_.jpg
Intel Core i3-7300,,2,4.0,,Kaby Lake,51,Intel HD Graphics 630,https://m.media-amazon.com/images/I/51Uht743UqL._AC_SX466_.jpg
Intel Xeon E5-2643 V4,929.95,6,3.4,3.7,Broadwell,135,,https://m.media-amazon.com/images/I/61WkXIru0QL._AC_SX466_.jpg
AMD Athlon X4 970,,4,3.8,4.0,Excavator,65,,https://m.media-amazon.com/images/I/81Iur547f0L._AC_SX466_.jpg
AMD Ryzen 7 1800X,,8,3.6,4.0,Zen,95,,https://m.media-amazon.com/images/I/51wsKyF-FlL._AC_SX466_.jpg
AMD Threadripper 2920X,,12,3.5,4.3,Zen+,180,,https://m.media-amazon.com/images/I/5168KoArl4L._AC_SX466_.jpg
Intel Core i9-9920X,,12,3.5,4.4,Skylake,165,,https://m.media-amazon.com/images/I/61mBrF1jNuL._AC_SX466_.jpg
Intel Core i3-10325,,4,3.9,4.7,Comet Lake,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/61m1lZf82OL._AC_SX466_.jpg
AMD EPYC 4484PX,,12,4.4,5.6,Zen 4,120,Radeon,https://m.media-amazon.com/images/I/41dQqXJ0o8L._AC_SX466_.jpg
Intel Pentium Gold G5600,229.69,2,3.9,,Coffee Lake,54,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/918CieaBiqL._AC_SX466_.jpg
Intel Celeron G5920,,2,3.5,,Comet Lake,58,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/61ZxwmFNNpS._AC_SX466_.jpg
Intel Xeon E5-1660 V2,,6,3.7,4.0,Ivy Bridge,130,,https://m.media-amazon.com/images/I/41gfZhCKO3L._AC_.jpg
Intel Core i7-6900K,289.08,8,3.2,3.7,Broadwell,140,,https://m.media-amazon.com/images/I/812WLoBXlfL._AC_SX466_.jpg
Intel Core i5-7500T,199.95,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/91ARI9JRUDL._AC_SX466_.jpg
AMD Phenom II X2 555 Black,,2,3.2,,K10,80,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium E2140,,2,1.6,,Core,65,,https://m.media-amazon.com/images/I/51-yIjgphqL._AC_SX466_.jpg
Intel Pentium E5200,,2,2.5,,Wolfdale,65,,https://m.media-amazon.com/images/I/51bZT93TzDL._AC_SX466_.jpg
Intel Core 2 Duo E6320,,2,1.86,,Core,65,,https://m.media-amazon.com/images/I/41xHk1b2CzL._AC_.jpg
Intel Core 2 Duo E7400,,2,2.8,,Wolfdale,65,,https://m.media-amazon.com/images/I/21NfdHB4H7L._AC_.jpg
Intel Pentium G6950,37.93,2,2.8,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/511iCJHC1aL._AC_.jpg
Intel Pentium E5500,,2,2.8,,Wolfdale,65,,https://m.media-amazon.com/images/I/9191NINpU4L._AC_SX466_.jpg
AMD Phenom II X4 840,,4,3.2,,K10,95,,https://m.media-amazon.com/images/I/91b-Z9cwewL._AC_SX466_.jpg
AMD A8-3850,,4,2.9,,Lynx,100,Radeon HD 6550D,https://m.media-amazon.com/images/I/21V-2UchAPL._AC_.jpg
Intel Core i5-2405S,,4,2.5,,Sandy Bridge,65,Intel HD Graphics 3000,https://m.media-amazon.com/images/I/31RDqZedXiL._AC_.jpg
AMD A8-3870K,,4,3.0,,Lynx,100,Radeon HD 6550D,https://m.media-amazon.com/images/I/31TMGKy7sVL._AC_.jpg
AMD A4-3300,89.95,2,2.5,,Lynx,65,Radeon HD 6410D,https://m.media-amazon.com/images/I/61L6qbhLx0L._AC_SX466_.jpg
AMD Athlon X4 760K,,4,3.8,4.1,Piledriver,100,,https://m.media-amazon.com/images/I/41-spgULb5L._AC_SX466_.jpg
Intel Xeon E3-1225 V3,,4,3.2,3.6,Haswell,84,Intel HD Graphics P4600,https://m.media-amazon.com/images/I/617QoeD6vSL._AC_SX466_.jpg
Intel Xeon E3-1275 V3,,4,3.5,3.9,Haswell,84,Intel HD Graphics P4600,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Celeron G1820,,2,2.7,,Haswell,53,Intel HD Graphics,https://m.media-amazon.com/images/I/51ReLXmu5pL._AC_.jpg
Intel Xeon E5-2690,,8,2.9,3.8,Sandy Bridge,135,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E5-2640 V2,,8,2.0,2.5,Ivy Bridge,95,,https://m.media-amazon.com/images/I/417m3-UbzdL._AC_SX466_.jpg
Intel Xeon E5-2660 V2,,10,2.2,3.0,Ivy Bridge,95,,https://m.media-amazon.com/images/I/51w4pKpKjjL._AC_.jpg
Intel Core i3-4360,,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
AMD Sempron 150,,1,2.9,,K10,45,,https://m.media-amazon.com/images/I/81bhBDu8PCL._AC_SX466_.jpg
Intel Core i7-5960X,,8,3.0,3.5,Haswell,140,,https://m.media-amazon.com/images/I/61ust7LcxQL._AC_SX466_.jpg
Intel Xeon E5-1630 V3,,4,3.7,3.8,Haswell,140,,https://m.media-amazon.com/images/I/41gfZhCKO3L._AC_.jpg
Intel Xeon E5-2697 V3,,14,2.6,3.6,Haswell,145,,https://m.media-amazon.com/images/I/91+7v6NWdyL._AC_SX466_.jpg
Intel Xeon E5-2695 V3,498.95,14,2.3,3.3,Haswell,120,,https://m.media-amazon.com/images/I/41Hs-Z+6sIL._AC_SX466_.jpg
Intel Xeon E5-2670 V3,,12,2.3,3.1,Haswell,120,,https://m.media-amazon.com/images/I/71W4eJV51LL._AC_SX466_.jpg
Intel Core i7-3770T,,4,2.5,3.7,Ivy Bridge,45,Intel HD Graphics 4000,https://m.media-amazon.com/images/I/715GYG-GljL._AC_SX466_.jpg
Intel Core i5-4570S,,4,2.9,,Haswell,65,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/71JqsogqiYL._AC_SX466_.jpg
Intel Pentium G3470,153.1,2,3.6,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/51IBooZSaJL._AC_SX466_.jpg
Intel Xeon E3-1270 V5,,4,3.6,4.0,Skylake,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1220 V5,349.95,4,3.0,3.5,Skylake,80,,https://m.media-amazon.com/images/I/71-PJbE7NJL._AC_SX466_.jpg
Intel Xeon E3-1260L V5,,4,2.9,3.9,Skylake,45,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1225 V5,,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,https://m.media-amazon.com/images/I/617QoeD6vSL._AC_SX466_.jpg
Intel Xeon E3-1235L V5,,4,2.0,3.0,Skylake,25,Intel HD Graphics P530,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E5-1650 V4,,6,3.6,4.0,Broadwell,140,,https://m.media-amazon.com/images/I/71vBhRHWklL._AC_SY679_.jpg
Intel Xeon E3-1270 V6,719.95,4,3.8,4.2,Kaby Lake,72,,https://m.media-amazon.com/images/I/61aCZrwDgFL._AC_SX466_.jpg
Intel Core i9-7960X,,16,2.8,4.4,Skylake,165,,https://m.media-amazon.com/images/I/917LrxnqUxL._AC_SX466_.jpg
Intel Core i3-8350K,,4,4.0,,Coffee Lake,91,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Core i9-9920X,,12,3.5,4.4,Skylake,165,,https://m.media-amazon.com/images/I/61mBrF1jNuL._AC_SX466_.jpg
Intel Core i9-9820X,,10,3.3,4.1,Skylake,165,,https://m.media-amazon.com/images/I/81t4McdI7PL._AC_SX466_.jpg
Intel Core i5-9500F,,6,3.0,4.4,Coffee Lake Refresh,65,,https://m.media-amazon.com/images/I/71KOqCznI3L._AC_SX466_.jpg
Intel Xeon E-2174G,649.95,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,https://m.media-amazon.com/images/I/61h2EEStHWL._AC_SX466_.jpg
Intel Xeon E-2246G,,6,3.6,4.8,Coffee Lake Refresh,80,Intel HD Graphics P630,https://m.media-amazon.com/images/I/51eHNGHFMXL._AC_SX466_.jpg
AMD Phenom II X4 830,55.05,4,2.8,,K10,95,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Phenom II X4 975,168.02,4,3.6,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium G870,67.64,2,3.1,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/61NacLH7dRL._AC_SX466_.jpg
AMD A4-6300B,49.95,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,https://m.media-amazon.com/images/I/51wWlCoYv3L._AC_SX466_.jpg
Intel Core i3-6300T,119.99,2,3.3,,Skylake,35,Intel HD Graphics 530,https://m.media-amazon.com/images/I/61ust7LcxQL._AC_SX466_.jpg
AMD Athlon II X2 250u,,2,1.6,,K10,25,,https://m.media-amazon.com/images/I/41J8zS9CXJL._AC_SX466_.jpg
AMD Phenom II X4 905e,,4,2.5,,K10,65,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium E2220,,2,2.4,,Core,65,,https://m.media-amazon.com/images/I/31jRcrHFzSL._AC_.jpg
Intel Pentium E5400,,2,2.7,,Wolfdale,65,,https://m.media-amazon.com/images/I/31ncPs7Q7wL._AC_.jpg
Intel Core 2 Duo E6320,89.95,2,1.86,,Core,65,,https://m.media-amazon.com/images/I/41xHk1b2CzL._AC_.jpg
Intel Core 2 Duo E6550,95.91,2,2.33,,Core,65,,https://m.media-amazon.com/images/I/61mGV7CyXkL._AC_SX466_.jpg
Intel Core i5-680,,2,3.6,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/91JXWjh98hL._AC_SX466_.jpg
Intel Core i7-930,,4,2.8,,Nehalem,130,,https://m.media-amazon.com/images/I/51AqEkc2BuL._AC_SX466_.jpg
Intel Core i7-965 Extreme Edition,,4,3.2,,Nehalem,130,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core i7-975 Extreme Edition,,4,3.33,,Nehalem,130,,https://m.media-amazon.com/images/I/61GbKtxb57L._AC_SX466_.jpg
Intel Core 2 Extreme QX6700,,4,2.66,,Core,100,,https://m.media-amazon.com/images/I/51CJ6OTtJtL._AC_.jpg
Intel Pentium G850,,2,2.9,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/616R1l7pXOL._AC_SX466_.jpg
AMD Athlon II X4 631,,4,2.6,,Lynx,100,,https://m.media-amazon.com/images/I/619ix1tq0DL._AC_SX466_.jpg
Intel Core i3-3220T,,2,2.8,,Ivy Bridge,35,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/41VkYkNrQkL.jpg
AMD FX-8300,,8,3.3,,Piledriver,95,,https://m.media-amazon.com/images/I/71wfycSqaoL._AC_SX466_.jpg
Intel Xeon E3-1225,,4,3.1,,Sandy Bridge,95,Intel HD Graphics,https://m.media-amazon.com/images/I/610zhCOs4kL._AC_SX466_.jpg
Intel Xeon E3-1275,376.99,4,3.4,,Sandy Bridge,95,Intel HD Graphics,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1225 V2,214.5,4,3.2,,Ivy Bridge,77,Intel HD Graphics P4000,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
AMD FX-4130,,4,3.8,,Bulldozer,125,,https://m.media-amazon.com/images/I/71R3omG0LZL._AC_SX466_.jpg
AMD FX-9370,,8,4.4,4.7,Piledriver,220,,https://m.media-amazon.com/images/I/51INkLFVhmL._AC_SX466_.jpg
AMD 5150,,4,1.6,,Jaguar,25,Radeon HD 8400,https://m.media-amazon.com/images/I/51f2hkWjTlL._AC_SX466_.jpg
Intel Core i3-4350,,2,3.6,,Haswell Refresh,54,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Celeron G470,,1,2.0,,Sandy Bridge,35,Intel HD Graphics,https://m.media-amazon.com/images/I/91GaNX1hF2L._AC_SX466_.jpg
AMD E2-3200,,2,2.4,,Lynx,65,Radeon HD 6370D,https://m.media-amazon.com/images/I/31TMGKy7sVL._AC_.jpg
Intel Xeon E5-2630L V2,,6,2.4,,Ivy Bridge,60,,https://m.media-amazon.com/images/I/71J5MnSqB+L._AC_SX466_.jpg
Intel Xeon E5-2687W V3,,10,3.1,3.5,Haswell,160,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX466_.jpg
Intel Xeon E5-2680 V3,,12,2.5,3.3,Haswell,120,,https://m.media-amazon.com/images/I/81jC3EvIU6L._AC_SX466_.jpg
Intel Xeon E5-2609,,4,2.4,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/81RmXY7tKxL._AC_SX466_.jpg
Intel Core i3-6320,,2,3.9,,Skylake,51,Intel HD Graphics 530,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Core i3-6320,,2,3.9,,Skylake,51,Intel HD Graphics 530,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Pentium G4500,,2,3.5,,Skylake,51,Intel HD Graphics 530,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Xeon E3-1275 V5,,4,3.6,4.0,Skylake,80,Intel HD Graphics P530,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
AMD Opteron 6320,242.39,8,2.8,3.3,Piledriver,115,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
Intel Core i7-6850K,,6,3.6,3.8,Broadwell,140,,https://m.media-amazon.com/images/I/81Weh581GCL._AC_SX466_.jpg
Intel Core i7-7700T,,4,2.9,3.8,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/61soBo5YaNL._AC_SX466_.jpg
Intel Core i9-7900X,,10,3.3,4.5,Skylake,140,,https://m.media-amazon.com/images/I/61GbKtxb57L._AC_SX466_.jpg
Intel Core i7-7800X,,6,3.5,4.0,Skylake,140,,https://m.media-amazon.com/images/I/711rWBe64VL._AC_SX466_.jpg
